"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","Input.image_url","Answer.c9","Answer.c10","Answer.c1","Answer.c2","Answer.c3","Answer.c4","Answer.c5","Answer.c6","Answer.c7","Answer.c8","Approve","Reject"
"194E90FZS9QKZDRMHBU8XWWXJGQO78","1VXEQEUQWR9IY1SK79XHIZ6OE51DNA","Classify hand-written characters","Simply classify characters and prove that humans are better than Machine Learning algorithms :)","character, label, tagging, annotation","$0.03","Wed Apr 28 18:48:13 GMT 2010","3","","120","259200","Wed May 05 18:48:13 GMT 2010","238","","1DJYAM95LGM58DUZ6708NHSTNHM0CR","A3NQ31GAA0NGOU","Approved","Wed Apr 28 18:58:42 GMT 2010","Wed Apr 28 18:59:27 GMT 2010","Sat May 01 18:59:27 GMT 2010","Wed Apr 28 14:29:56 PDT 2010","","","45","http://www-etud.iro.umontreal.ca/~erhandum/amt/nist/nist_0201.jpeg","3","6","6","0","J","2","b","9","9","6"
"194E90FZS9QKZDRMHBU8XWWXJGQO78","1VXEQEUQWR9IY1SK79XHIZ6OE51DNA","Classify hand-written characters","Simply classify characters and prove that humans are better than Machine Learning algorithms :)","character, label, tagging, annotation","$0.03","Wed Apr 28 18:48:13 GMT 2010","3","","120","259200","Wed May 05 18:48:13 GMT 2010","238","","1W2ZRI44V4UXE66SZUSKLO9EIXSOFE","A2KDCBG2V9ERXM","Approved","Wed Apr 28 18:49:48 GMT 2010","Wed Apr 28 18:50:47 GMT 2010","Sat May 01 18:50:47 GMT 2010","Wed Apr 28 14:29:59 PDT 2010","","","59","http://www-etud.iro.umontreal.ca/~erhandum/amt/nist/nist_0201.jpeg","3","6","6","o","J","2","b","9","q","6"
"194E90FZS9QKZDRMHBU8XWWXJGQO78","1VXEQEUQWR9IY1SK79XHIZ6OE51DNA","Classify hand-written characters","Simply classify characters and prove that humans are better than Machine Learning algorithms :)","character, label, tagging, annotation","$0.03","Wed Apr 28 18:48:13 GMT 2010","3","","120","259200","Wed May 05 18:48:13 GMT 2010","238","","1WR9YACJUL8WCTIEP4ILJQ0OPTDD4J","A26GS917FCWWR6","Approved","Wed Apr 28 18:58:19 GMT 2010","Wed Apr 28 18:59:24 GMT 2010","Sat May 01 18:59:24 GMT 2010","Wed Apr 28 14:30:39 PDT 2010","","","65","http://www-etud.iro.umontreal.ca/~erhandum/amt/nist/nist_0201.jpeg","3","6","6","0","J","2","b","9","9","6"
"1HOUPC0S2KKRBYM6D5N6RG1FTGLJ55","1VXEQEUQWR9IY1SK79XHIZ6OE51DNA","Classify hand-written characters","Simply classify characters and prove that humans are better than Machine Learning algorithms :)","character, label, tagging, annotation","$0.03","Wed Apr 28 18:48:13 GMT 2010","3","","120","259200","Wed May 05 18:48:13 GMT 2010","250","","12NQIILLWFY3BO783P91VXX4CO19S5","AVWJPWUEE3U4Q","Approved","Wed Apr 28 18:50:32 GMT 2010","Wed Apr 28 18:51:40 GMT 2010","Sat May 01 18:51:40 GMT 2010","Wed Apr 28 14:31:42 PDT 2010","","","68","http://www-etud.iro.umontreal.ca/~erhandum/amt/nist/nist_0202.jpeg","2","4","6","7","1","3","c","3","9","4"
"1HOUPC0S2KKRBYM6D5N6RG1FTGLJ55","1VXEQEUQWR9IY1SK79XHIZ6OE51DNA","Classify hand-written characters","Simply classify characters and prove that humans are better than Machine Learning algorithms :)","character, label, tagging, annotation","$0.03","Wed Apr 28 18:48:13 GMT 2010","3","","120","259200","Wed May 05 18:48:13 GMT 2010","250","","18M9IKU53AF0BJY8RM9OFJEJTKDFRF","A2KDEH0HB0OHVH","Approved","Wed Apr 28 19:04:43 GMT 2010","Wed Apr 28 19:05:21 GMT 2010","Sat May 01 19:05:21 GMT 2010","Wed Apr 28 14:32:01 PDT 2010","","","38","http://www-etud.iro.umontreal.ca/~erhandum/amt/nist/nist_0202.jpeg","2","4","6","7","1","3","L","3","9","4"
"1HOUPC0S2KKRBYM6D5N6RG1FTGLJ55","1VXEQEUQWR9IY1SK79XHIZ6OE51DNA","Classify hand-written characters","Simply classify characters and prove that humans are better than Machine Learning algorithms :)","character, label, tagging, annotation","$0.03","Wed Apr 28 18:48:13 GMT 2010","3","","120","259200","Wed May 05 18:48:13 GMT 2010","250","","1MKTWPSA12W18VKB6QEXNFM13GKVS7","A1CM5L884NQ7Y9","Approved","Wed Apr 28 19:04:57 GMT 2010","Wed Apr 28 19:05:23 GMT 2010","Sat May 01 19:05:23 GMT 2010","Wed Apr 28 14:32:03 PDT 2010","","","26","http://www-etud.iro.umontreal.ca/~erhandum/amt/nist/nist_0202.jpeg","2","4","6","7","1","3","5","3","9","4"
"1S4J3VUB6RKQFSA7F5WWQ169Z5NKPS","1VXEQEUQWR9IY1SK79XHIZ6OE51DNA","Classify hand-written characters","Simply classify characters and prove that humans are better than Machine Learning algorithms :)","character, label, tagging, annotation","$0.03","Wed Apr 28 18:48:36 GMT 2010","3","","120","259200","Wed May 05 18:48:36 GMT 2010","243","","12KC7L038RV993P07853LR0KWOSQ1O","A3NC3XGGDV4O2A","Approved","Wed Apr 28 18:56:36 GMT 2010","Wed Apr 28 18:57:13 GMT 2010","Sat May 01 18:57:13 GMT 2010","Wed Apr 28 14:32:48 PDT 2010","","","37","http://www-etud.iro.umontreal.ca/~erhandum/amt/nist/nist_0001.jpeg","7","2","4","5","6","4","1","l","w","1"
"1S4J3VUB6RKQFSA7F5WWQ169Z5NKPS","1VXEQEUQWR9IY1SK79XHIZ6OE51DNA","Classify hand-written characters","Simply classify characters and prove that humans are better than Machine Learning algorithms :)","character, label, tagging, annotation","$0.03","Wed Apr 28 18:48:36 GMT 2010","3","","120","259200","Wed May 05 18:48:36 GMT 2010","243","","1DGUDLHSADLLLAK1QABO6L92JKU010","A23QGLAN8YS6MB","Approved","Wed Apr 28 18:57:18 GMT 2010","Wed Apr 28 18:57:45 GMT 2010","Sat May 01 18:57:45 GMT 2010","Wed Apr 28 14:32:31 PDT 2010","","","27","http://www-etud.iro.umontreal.ca/~erhandum/amt/nist/nist_0001.jpeg","7","2","4","5","6","4","i","1","w","1"
"1S4J3VUB6RKQFSA7F5WWQ169Z5NKPS","1VXEQEUQWR9IY1SK79XHIZ6OE51DNA","Classify hand-written characters","Simply classify characters and prove that humans are better than Machine Learning algorithms :)","character, label, tagging, annotation","$0.03","Wed Apr 28 18:48:36 GMT 2010","3","","120","259200","Wed May 05 18:48:36 GMT 2010","243","","1SMBCZ7MI8LPJ4U0TD6BN9IODPXBN6","A2AJJSDDDUZSR2","Approved","Wed Apr 28 19:07:43 GMT 2010","Wed Apr 28 19:08:21 GMT 2010","Sat May 01 19:08:21 GMT 2010","Wed Apr 28 14:32:49 PDT 2010","","","38","http://www-etud.iro.umontreal.ca/~erhandum/amt/nist/nist_0001.jpeg","7","2","4","5","6","4","l","l","W","l"
"1BXJF2BK03SW5H9P9PJTQOFXSQRCF4","1VXEQEUQWR9IY1SK79XHIZ6OE51DNA","Classify hand-written characters","Simply classify characters and prove that humans are better than Machine Learning algorithms :)","character, label, tagging, annotation","$0.03","Wed Apr 28 18:48:13 GMT 2010","3","","120","259200","Wed May 05 18:48:13 GMT 2010","241","","145DIYZODF76PJU326F6X4EVUZCRGP","AE2SKVLOL06YR","Approved","Wed Apr 28 18:51:53 GMT 2010","Wed Apr 28 18:52:39 GMT 2010","Sat May 01 18:52:39 GMT 2010","Wed Apr 28 14:30:49 PDT 2010","","","46","http://www-etud.iro.umontreal.ca/~erhandum/amt/nist/nist_0203.jpeg","8","2","l","m","7","5","0","D","1","2"
