"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","Input.image_url","Answer.c9","Answer.c10","Answer.c1","Answer.c2","Answer.c3","Answer.c4","Answer.c5","Answer.c6","Answer.c7","Answer.c8","Approve","Reject"
"100AASB0TY6K935XDODJXUHYXQD49B","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:52:11 GMT 2010","3","","120","259200","Sat Jun 05 21:52:11 GMT 2010","93","","13UDFO3BXUJ0GJ2DD6PMRCWYDU57B8","A2JS9MN77PA9D9","Submitted","Sat May 29 22:06:29 GMT 2010","Sat May 29 22:06:54 GMT 2010","Tue Jun 01 22:06:54 GMT 2010","","","","25","http://www-etud.iro.umontreal.ca/~erhandum/amt/p07/p07_0033.jpeg","3","0","2","8","5","1","8","1","4","4"
"100AASB0TY6K935XDODJXUHYXQD49B","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:52:11 GMT 2010","3","","120","259200","Sat Jun 05 21:52:11 GMT 2010","93","","140L974KA59OZRW5RGMEBWSSVDT8OZ","A12C5ORI39S8IP","Submitted","Sat May 29 22:03:33 GMT 2010","Sat May 29 22:03:48 GMT 2010","Tue Jun 01 22:03:48 GMT 2010","","","","15","http://www-etud.iro.umontreal.ca/~erhandum/amt/p07/p07_0033.jpeg","1","0","2","8","5","1","8","1","4","4"
"100AASB0TY6K935XDODJXUHYXQD49B","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:52:11 GMT 2010","3","","120","259200","Sat Jun 05 21:52:11 GMT 2010","93","","162VUJJFX8UZRQLWHMHHABKLEL9LTK","A2W2ZEI7WUASOW","Submitted","Sat May 29 22:08:58 GMT 2010","Sat May 29 22:09:33 GMT 2010","Tue Jun 01 15:09:33 PDT 2010","","","","35","http://www-etud.iro.umontreal.ca/~erhandum/amt/p07/p07_0033.jpeg","1","0","2","8","5","1","8","1","4","4"
"107P2JFX83TII8Q2SYD60J3OB5NMSZ","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:52:10 GMT 2010","3","","120","259200","Sat Jun 05 21:52:10 GMT 2010","200","","14IIRQPTTRHZR7MTDA80NPPSKSE93T","A1TCURESP0T0NM","Submitted","Sat May 29 21:55:43 GMT 2010","Sat May 29 21:56:02 GMT 2010","Tue Jun 01 21:56:02 GMT 2010","","","","19","http://www-etud.iro.umontreal.ca/~erhandum/amt/p07/p07_0023.jpeg","2","4","9","0","1","6","2","4","5","7"
"107P2JFX83TII8Q2SYD60J3OB5NMSZ","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:52:10 GMT 2010","3","","120","259200","Sat Jun 05 21:52:10 GMT 2010","200","","1C52BPG9FMLX988PQFBYIPLSRX0HBJ","A2HZ8CGOYL86XB","Submitted","Sat May 29 22:06:07 GMT 2010","Sat May 29 22:06:18 GMT 2010","Tue Jun 01 15:06:18 PDT 2010","","","","11","http://www-etud.iro.umontreal.ca/~erhandum/amt/p07/p07_0023.jpeg","2","4","0","0","1","6","2","4","5","7"
"107P2JFX83TII8Q2SYD60J3OB5NMSZ","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:52:10 GMT 2010","3","","120","259200","Sat Jun 05 21:52:10 GMT 2010","200","","1LJIIJ7OCNY6Y20P1Y23P0FBLZD7JS","A2JS9MN77PA9D9","Submitted","Sat May 29 21:58:12 GMT 2010","Sat May 29 21:58:34 GMT 2010","Tue Jun 01 21:58:34 GMT 2010","","","","22","http://www-etud.iro.umontreal.ca/~erhandum/amt/p07/p07_0023.jpeg","2","4","9","0","1","6","2","4","5","7"
"10BURZ9FQIT6HTQPD9D1A9YSP34MRB","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:52:09 GMT 2010","3","","120","259200","Sat Jun 05 21:52:09 GMT 2010","236","","1ESSZXEVXBLDO9NGB01BABFMH5J4H0","A1TCURESP0T0NM","Submitted","Sat May 29 21:55:34 GMT 2010","Sat May 29 21:55:52 GMT 2010","Tue Jun 01 21:55:52 GMT 2010","","","","18","http://www-etud.iro.umontreal.ca/~erhandum/amt/p07/p07_0003.jpeg","1","8","7","7","7","0","9","2","0","9"
"10BURZ9FQIT6HTQPD9D1A9YSP34MRB","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:52:09 GMT 2010","3","","120","259200","Sat Jun 05 21:52:09 GMT 2010","236","","1GJLZIV6D6ZT0E3FEFEJU2174P3JBP","A1A4FDSALAF0SG","Submitted","Sat May 29 21:52:21 GMT 2010","Sat May 29 21:52:38 GMT 2010","Tue Jun 01 21:52:38 GMT 2010","","","","17","http://www-etud.iro.umontreal.ca/~erhandum/amt/p07/p07_0003.jpeg","1","8","7","7","7","0","9","2","0","9"
"10BURZ9FQIT6HTQPD9D1A9YSP34MRB","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:52:09 GMT 2010","3","","120","259200","Sat Jun 05 21:52:09 GMT 2010","236","","1N587NOG0SDWQUPR11XT8EVSVLMHSK","AZ5RMCAGTME2","Submitted","Sat May 29 21:57:05 GMT 2010","Sat May 29 21:57:23 GMT 2010","Tue Jun 01 14:57:23 PDT 2010","","","","18","http://www-etud.iro.umontreal.ca/~erhandum/amt/p07/p07_0003.jpeg","1","8","7","7","7","0","9","2","0","9"
"114NJVL2JN75JFFUQGJU2IM0KH6WFG","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:52:15 GMT 2010","3","","120","259200","Sat Jun 05 21:52:15 GMT 2010","91","","16XXR1W2ZHMZAHXMT5G79KLM8MFNHF","A12C5ORI39S8IP","Submitted","Sat May 29 22:08:18 GMT 2010","Sat May 29 22:08:28 GMT 2010","Tue Jun 01 22:08:28 GMT 2010","","","","10","http://www-etud.iro.umontreal.ca/~erhandum/amt/p07/p07_0098.jpeg","7","2","4","5","5","3","3","0","0","5"
