"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","Input.image_url","Answer.c9","Answer.c10","Answer.c1","Answer.c2","Answer.c3","Answer.c4","Answer.c5","Answer.c6","Answer.c7","Answer.c8","Approve","Reject"
"1TYWE1526QMKC0ZVYHA3RAB6C3JE1I","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:49:40 GMT 2010","3","","120","259200","Sat Jun 05 21:49:40 GMT 2010","256","","10NJIFOQZ5JIWEVM4C0RRDWIQLVG1Z","A339SG6F8ZDJZP","Submitted","Sat May 29 21:50:40 GMT 2010","Sat May 29 21:51:07 GMT 2010","Tue Jun 01 21:51:07 GMT 2010","","","","27","http://www-etud.iro.umontreal.ca/~erhandum/amt/pnist/pnist_0001.jpeg","8","1","4","5","1","1","1","8","1","0"
"1TYWE1526QMKC0ZVYHA3RAB6C3JE1I","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:49:40 GMT 2010","3","","120","259200","Sat Jun 05 21:49:40 GMT 2010","256","","1OJ98960U7QWI5OHNUJ2SM0PILA9W1","A1G32DQRPRCZVW","Submitted","Sat May 29 21:56:58 GMT 2010","Sat May 29 21:57:05 GMT 2010","Tue Jun 01 14:57:05 PDT 2010","","","","7","http://www-etud.iro.umontreal.ca/~erhandum/amt/pnist/pnist_0001.jpeg","8","1","4","5","1","5","1","8","1","0"
"1TYWE1526QMKC0ZVYHA3RAB6C3JE1I","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:49:40 GMT 2010","3","","120","259200","Sat Jun 05 21:49:40 GMT 2010","256","","1QKN3MDA4AVDDCUGBZDD15FP9D0O2B","A1TCURESP0T0NM","Submitted","Sat May 29 21:51:38 GMT 2010","Sat May 29 21:51:56 GMT 2010","Tue Jun 01 21:51:56 GMT 2010","","","","18","http://www-etud.iro.umontreal.ca/~erhandum/amt/pnist/pnist_0001.jpeg","8","1","4","5","1","5","1","2","4","0"
"10DCXIZ8RKO99JKYSFY4N79KRK342J","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:49:40 GMT 2010","3","","120","259200","Sat Jun 05 21:49:40 GMT 2010","200","","1A9FV5FWBA22YUQZFZRIKFKHFR0O3M","A1A4FDSALAF0SG","Submitted","Sat May 29 21:51:47 GMT 2010","Sat May 29 21:52:02 GMT 2010","Tue Jun 01 21:52:02 GMT 2010","","","","15","http://www-etud.iro.umontreal.ca/~erhandum/amt/pnist/pnist_0002.jpeg","4","7","5","0","4","7","9","6","3","8"
"10DCXIZ8RKO99JKYSFY4N79KRK342J","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:49:40 GMT 2010","3","","120","259200","Sat Jun 05 21:49:40 GMT 2010","200","","1HSGFSMLNXN0LXQT05KN2CG3O2EUEW","A1G32DQRPRCZVW","Submitted","Sat May 29 21:58:20 GMT 2010","Sat May 29 21:58:28 GMT 2010","Tue Jun 01 21:58:28 GMT 2010","","","","8","http://www-etud.iro.umontreal.ca/~erhandum/amt/pnist/pnist_0002.jpeg","4","7","5","0","4","2","9","6","3","8"
"10DCXIZ8RKO99JKYSFY4N79KRK342J","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:49:40 GMT 2010","3","","120","259200","Sat Jun 05 21:49:40 GMT 2010","200","","1NHGPMJ8ME0WZA6A4VFV5S7SPT97MX","A3GQO6OXH6FZNA","Submitted","Sat May 29 22:07:46 GMT 2010","Sat May 29 22:08:01 GMT 2010","Tue Jun 01 15:08:01 PDT 2010","","","","15","http://www-etud.iro.umontreal.ca/~erhandum/amt/pnist/pnist_0002.jpeg","4","7","5","0","4","7","9","6","3","8"
"12DWT612LP2S6IRVU927IP9U4PZX5S","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:49:40 GMT 2010","3","","120","259200","Sat Jun 05 21:49:40 GMT 2010","135","","15OJFP2OANZDPRHJ4OYET9U33S36YN","A12C5ORI39S8IP","Submitted","Sat May 29 22:04:09 GMT 2010","Sat May 29 22:04:41 GMT 2010","Tue Jun 01 22:04:41 GMT 2010","","","","32","http://www-etud.iro.umontreal.ca/~erhandum/amt/pnist/pnist_0003.jpeg","4","8","4","1","9","1","4","1","0","5"
"12DWT612LP2S6IRVU927IP9U4PZX5S","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:49:40 GMT 2010","3","","120","259200","Sat Jun 05 21:49:40 GMT 2010","135","","1GGQBT030WU3XJOYYX3NV12TS2VS8F","ANUKTJIKTSTOQ","Submitted","Sat May 29 21:59:09 GMT 2010","Sat May 29 21:59:30 GMT 2010","Tue Jun 01 21:59:30 GMT 2010","","","","21","http://www-etud.iro.umontreal.ca/~erhandum/amt/pnist/pnist_0003.jpeg","0","8","4","1","9","1","4","1","0","4"
"12DWT612LP2S6IRVU927IP9U4PZX5S","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:49:40 GMT 2010","3","","120","259200","Sat Jun 05 21:49:40 GMT 2010","135","","1HIEY0SB0H59IC5LNAIDW4IC34TLI3","A2HZ8CGOYL86XB","Submitted","Sat May 29 22:04:56 GMT 2010","Sat May 29 22:05:06 GMT 2010","Tue Jun 01 15:05:06 PDT 2010","","","","10","http://www-etud.iro.umontreal.ca/~erhandum/amt/pnist/pnist_0003.jpeg","9","8","4","1","9","1","4","1","0","5"
"1HUOU3WRBBBMA3SIZ9XO3AC059WOVL","1BJIRQPTTRHZR7MTDA80NPPSI3293G","Classify hand-written digits","Simply classify digits and prove that humans are better than Machine Learning algorithms :)","digits, characters, label, tagging, annotation","$0.03","Sat May 29 21:49:40 GMT 2010","3","","120","259200","Sat Jun 05 21:49:40 GMT 2010","84","","1HOGUDP8VA790MMJPNGQ8C9NSK3W6E","A2HZ8CGOYL86XB","Submitted","Sat May 29 22:12:27 GMT 2010","Sat May 29 22:12:38 GMT 2010","Tue Jun 01 15:12:38 PDT 2010","","","","11","http://www-etud.iro.umontreal.ca/~erhandum/amt/pnist/pnist_0004.jpeg","8","6","0","4","1","8","1","8","0","4"
